dataset,clf,rep,acq_name,iter_idx,train_size,avg_score,stdev
agnews,LinearSVC,USE,dal,4,3000,0.8824478228792514,0.0018578411666242591
agnews,LinearSVC,USE,dal,5,3500,0.8779832471967781,0.0049820747289907935
agnews,LinearSVC,USE,dal,6,4000,0.8822502729035514,0.00444526616482254
agnews,LinearSVC,USE,dal,7,4500,0.8881354010458086,0.0016995081097269924
agnews,LinearSVC,USE,dal,8,5000,0.8839619522275535,0.0031353327905858045
agnews,LinearSVC,USE,margin,-1,500,0.8637527319963967,0.011662652737727493
agnews,LinearSVC,USE,margin,0,1000,0.8768629097953697,0.0035638614867648816
agnews,LinearSVC,USE,margin,1,1500,0.8750385300172407,0.0030871014453687346
agnews,LinearSVC,USE,margin,2,2000,0.8713039661681332,0.02427421478218268
agnews,LinearSVC,USE,margin,3,2500,0.8866617360402147,0.00290826732655531
agnews,LinearSVC,USE,margin,4,3000,0.8839521529711512,0.004585961531288799
agnews,LinearSVC,USE,margin,5,3500,0.8868659769639448,0.003630421170632698
agnews,LinearSVC,USE,margin,6,4000,0.8863427001867636,0.0067776253327632196
agnews,LinearSVC,USE,margin,7,4500,0.8893517258481759,0.0014087255974373246
agnews,LinearSVC,USE,margin,8,5000,0.8923079618877741,0.0021630966218366774
agnews,LinearSVC,USE,random,-1,500,0.8649311287840348,0.002675705254383314
agnews,LinearSVC,USE,random,0,1000,0.8716629365019309,0.004508075380435842
agnews,LinearSVC,USE,random,1,1500,0.8776001423277228,0.006906683005788977
agnews,LinearSVC,USE,random,2,2000,0.8790182788540283,0.006962261377546383
agnews,LinearSVC,USE,random,3,2500,0.8838437903274988,0.002809642733402649
agnews,LinearSVC,USE,random,4,3000,0.8836121679589469,0.005938074369100913
agnews,LinearSVC,USE,random,5,3500,0.8815736623097936,0.004944768857119339
agnews,LinearSVC,USE,random,6,4000,0.8861308144128741,0.0011892925653107414
agnews,LinearSVC,USE,random,7,4500,0.8874950641122156,0.0021308838320956178
agnews,LinearSVC,USE,random,8,5000,0.8869389223094002,0.0036169353870882256
agnews,LinearSVC,USE,real,-1,500,0.8637527319963967,0.011662652737727493
agnews,LinearSVC,USE,real,0,1000,0.8714994453356736,0.007569488282947591
agnews,LinearSVC,USE,real,1,1500,0.8785751788310909,0.002710696536166355
agnews,LinearSVC,USE,real,2,2000,0.879158714429976,0.004109889068719328
agnews,LinearSVC,USE,real,3,2500,0.8828120229521077,0.005878159839414758
agnews,LinearSVC,USE,real,4,3000,0.8840820044265145,0.004015489397208939
agnews,LinearSVC,USE,real,5,3500,0.8839229795808369,0.0028825130490908787
agnews,LinearSVC,USE,real,6,4000,0.8868727718887026,0.0053569128660640635
agnews,LinearSVC,USE,real,7,4500,0.8887565302230479,0.001983406357614278
agnews,LinearSVC,USE,real,8,5000,0.8903734024124278,0.000650101781107006
agnews,LinearSVC,wordvecs,cal,-1,500,0.8140871328886686,0.02147359730175745
agnews,LinearSVC,wordvecs,cal,0,1000,0.8498130507563647,0.008519655215114457
agnews,LinearSVC,wordvecs,cal,1,1500,0.8637534352167705,0.002644303296342193
agnews,LinearSVC,wordvecs,cal,2,2000,0.8667086592472139,0.0028400386173083204
agnews,LinearSVC,wordvecs,cal,3,2500,0.8715380704296797,0.00314200961991167
agnews,LinearSVC,wordvecs,cal,4,3000,0.8760058570321094,0.0024747328979949253
agnews,LinearSVC,wordvecs,cal,5,3500,0.8738482041405171,0.008649781249431955
agnews,LinearSVC,wordvecs,cal,6,4000,0.8795936362826877,0.002185858050862671
agnews,LinearSVC,wordvecs,cal,7,4500,0.8796195197692548,0.0023184626753077037
agnews,LinearSVC,wordvecs,cal,8,5000,0.8787214905910236,0.003177569945103544
agnews,LinearSVC,wordvecs,dal,-1,500,0.8140871328886686,0.02147359730175745
agnews,LinearSVC,wordvecs,dal,0,1000,0.8504034695447563,0.0030107795495538103
agnews,LinearSVC,wordvecs,dal,1,1500,0.8571223034300245,0.005293530188369578
agnews,LinearSVC,wordvecs,dal,2,2000,0.8583010427571153,0.005733384566695167
agnews,LinearSVC,wordvecs,dal,3,2500,0.8647479594208033,0.0030719013052654415
agnews,LinearSVC,wordvecs,dal,4,3000,0.8663649451514551,0.004969900141195546
agnews,LinearSVC,wordvecs,dal,5,3500,0.8714494217888052,0.0036221130255514817
agnews,LinearSVC,wordvecs,dal,6,4000,0.8698547220527809,0.005536217671079386
agnews,LinearSVC,wordvecs,dal,7,4500,0.8725684871959495,0.002706907211992545
agnews,LinearSVC,wordvecs,dal,8,5000,0.8760762713663203,0.0002712662131830581
agnews,LinearSVC,wordvecs,margin,-1,500,0.8140871328886686,0.02147359730175745
agnews,LinearSVC,wordvecs,margin,0,1000,0.8572392298113499,0.0021404497994611093
agnews,LinearSVC,wordvecs,margin,1,1500,0.869981977446627,0.0020581721413590603
agnews,LinearSVC,wordvecs,margin,2,2000,0.8753642974964321,0.0033025500131886524
agnews,LinearSVC,wordvecs,margin,3,2500,0.8742232235884299,0.0020539872311858554
agnews,LinearSVC,wordvecs,margin,4,3000,0.8820108533550716,0.0033110256892908948
agnews,LinearSVC,wordvecs,margin,5,3500,0.8856320452287942,0.0008175317738770044
agnews,LinearSVC,wordvecs,margin,6,4000,0.8848973828659044,0.0013828761455598239
agnews,LinearSVC,wordvecs,margin,7,4500,0.8850071373364493,0.004459532331553591
agnews,LinearSVC,wordvecs,margin,8,5000,0.8890278579968446,0.001381231992755153
agnews,LinearSVC,wordvecs,random,-1,500,0.8322016593419566,0.0028008775401889056
agnews,LinearSVC,wordvecs,random,0,1000,0.8580248290909882,0.003642585951622648
agnews,LinearSVC,wordvecs,random,1,1500,0.8655768949622789,0.004984603278561808
agnews,LinearSVC,wordvecs,random,2,2000,0.8711641429882259,0.000590656888773363
agnews,LinearSVC,wordvecs,random,3,2500,0.8682320368851034,0.003754437100975308
agnews,LinearSVC,wordvecs,random,4,3000,0.872778883677562,0.004131684123738621
agnews,LinearSVC,wordvecs,random,5,3500,0.8735704858939402,0.0021548068481620996
agnews,LinearSVC,wordvecs,random,6,4000,0.8751318569981196,0.002926967382375553
agnews,LinearSVC,wordvecs,random,7,4500,0.878051247110598,0.0012195891127044446
agnews,LinearSVC,wordvecs,random,8,5000,0.8787917392856933,0.003075994429645017
agnews,LinearSVC,wordvecs,real,-1,500,0.8140871328886686,0.02147359730175745
agnews,LinearSVC,wordvecs,real,0,1000,0.8584700812472082,0.005239279126982634
agnews,LinearSVC,wordvecs,real,1,1500,0.8680416644072718,0.0013983709070618756
agnews,LinearSVC,wordvecs,real,2,2000,0.8719485508005868,0.0004791487271998198
agnews,LinearSVC,wordvecs,real,3,2500,0.8731239098514334,0.0015297709118875116
agnews,LinearSVC,wordvecs,real,4,3000,0.8764780881978114,0.002660423599017523
agnews,LinearSVC,wordvecs,real,5,3500,0.8755988180364005,0.008435680500519887
agnews,LinearSVC,wordvecs,real,6,4000,0.8822881957580598,0.0034880059981074294
agnews,LinearSVC,wordvecs,real,7,4500,0.8805445479825512,0.0029583648133889723
agnews,LinearSVC,wordvecs,real,8,5000,0.8835103017415559,0.0015123484415175128
agnews,RF,MPNet,cal,-1,500,0.7894331990214639,0.004990183615156544
agnews,RF,MPNet,cal,0,1000,0.8203848530094988,0.009768114513760189
agnews,RF,MPNet,cal,1,1500,0.8301502432883594,0.005411196482602545
agnews,RF,MPNet,cal,2,2000,0.8503433778508954,0.00423745159476069
agnews,RF,MPNet,cal,3,2500,0.8458285702977344,0.010047101596886333
agnews,RF,MPNet,cal,4,3000,0.8519283703163404,0.0027081108014765064
agnews,RF,MPNet,cal,5,3500,0.8592620579290102,0.004124939438345215
agnews,RF,MPNet,cal,6,4000,0.8556955538519718,0.007753217546385645
agnews,RF,MPNet,cal,7,4500,0.8618428986166631,0.004722112986542569
agnews,RF,MPNet,cal,8,5000,0.8680684206438505,0.0015860989385968285
agnews,RF,MPNet,dal,-1,500,0.7973461053762677,0.004162860490517636
agnews,RF,MPNet,dal,0,1000,0.8172287110449309,0.002116994425085382
agnews,RF,MPNet,dal,1,1500,0.83422262003263,0.007922433699284002
agnews,RF,MPNet,dal,2,2000,0.8460445783858143,0.0068720269763992686
agnews,RF,MPNet,dal,3,2500,0.841763905301191,0.014277777761525378
agnews,RF,MPNet,dal,4,3000,0.8544237530686895,0.0019335944949010991
agnews,RF,MPNet,dal,5,3500,0.8531015442835609,0.006131057677803308
agnews,RF,MPNet,dal,6,4000,0.8560269565267555,0.0040152238258194545
agnews,RF,MPNet,dal,7,4500,0.8567687076878507,0.0025691123600252675
agnews,RF,MPNet,dal,8,5000,0.860518268206058,0.006142969165680253
agnews,RF,MPNet,margin,-1,500,0.7817527102895964,0.005095707164530648
agnews,RF,MPNet,margin,0,1000,0.8253491355283528,0.009673347970091367
agnews,RF,MPNet,margin,1,1500,0.840337789464607,0.0038993355384010185
agnews,RF,MPNet,margin,2,2000,0.8483696103450372,0.00609561256664285
agnews,RF,MPNet,margin,3,2500,0.8457059581202016,0.006913623662657003
agnews,RF,MPNet,margin,4,3000,0.8576399130366972,0.010568420445640754
agnews,RF,MPNet,margin,5,3500,0.8609604516381073,0.004706657045255614
agnews,RF,MPNet,margin,6,4000,0.8631625966717286,0.0030216669606516486
agnews,RF,MPNet,margin,7,4500,0.8656813226052665,0.0028388226836140447
agnews,RF,MPNet,margin,8,5000,0.866377858285137,0.0033530840951524993
agnews,RF,MPNet,random,-1,500,0.8067081623945133,0.007831377704033188
agnews,RF,MPNet,random,0,1000,0.8144010495544842,0.011784078784708015
agnews,RF,MPNet,random,1,1500,0.8392338273018081,0.00929980191763845
agnews,RF,MPNet,random,2,2000,0.8425831572420175,0.007184724087169299
agnews,RF,MPNet,random,3,2500,0.844273589084346,0.006835083659799165
agnews,RF,MPNet,random,4,3000,0.8521422357291041,0.004534190067148943
agnews,RF,MPNet,random,5,3500,0.852333657029666,0.0063274484472637905
agnews,RF,MPNet,random,6,4000,0.8538163755762042,0.005626623570932292
agnews,RF,MPNet,random,7,4500,0.8599640855291156,0.003116667157587567
agnews,RF,MPNet,random,8,5000,0.8589750135238745,0.003460273984158411
agnews,RF,MPNet,real,-1,500,0.7953289575751082,0.007980257348509268
agnews,RF,MPNet,real,0,1000,0.8110786730172248,0.015921904611950796
agnews,RF,MPNet,real,1,1500,0.831517290198086,0.009482204433475642
agnews,RF,MPNet,real,2,2000,0.8454625731786504,0.0034066777588437616
agnews,RF,MPNet,real,3,2500,0.8490366668027575,0.0029529724895660313
agnews,RF,MPNet,real,4,3000,0.8486227535003324,0.0019405501423208666
agnews,RF,MPNet,real,5,3500,0.8515835680261619,0.008819603635121846
agnews,RF,MPNet,real,6,4000,0.8564918863804482,0.00030210734765361
agnews,RF,MPNet,real,7,4500,0.8685542092976717,0.0017493290896222365
agnews,RF,MPNet,real,8,5000,0.8655346716795617,0.007561052116773978
agnews,RF,USE,cal,-1,500,0.8400288213854917,0.011372159347979794
agnews,RF,USE,cal,0,1000,0.8570100275788152,0.0042205165484850505
agnews,RF,USE,cal,1,1500,0.8669905681823078,0.001798101884522756
agnews,RF,USE,cal,2,2000,0.8664743076374094,0.002033615427008164
agnews,RF,USE,cal,3,2500,0.8690780796326502,0.0005876523140927251
agnews,RF,USE,cal,4,3000,0.8751778800477111,0.0008859474780260141
agnews,RF,USE,cal,5,3500,0.8781251873248498,0.001640513287034402
agnews,RF,USE,cal,6,4000,0.8758825609752758,0.002251189274381505
agnews,RF,USE,cal,7,4500,0.8766957813091506,0.0033141499985460923
agnews,RF,USE,cal,8,5000,0.8781198533133366,0.003751612976593116
agnews,RF,USE,dal,-1,500,0.8487631505818175,0.003409452596235887
agnews,RF,USE,dal,0,1000,0.8589783430646135,0.005058330177430226
agnews,RF,USE,dal,1,1500,0.8636537684622926,0.005264493300789939
agnews,RF,USE,dal,2,2000,0.8672762058431124,0.0032998480886915304
agnews,RF,USE,dal,3,2500,0.8670819883932182,0.0030003995878465917
agnews,RF,USE,dal,4,3000,0.8633815564959583,0.001848233561730295
agnews,RF,USE,dal,5,3500,0.8705451113549962,0.0007385268637704769
agnews,RF,USE,dal,6,4000,0.8728600355196813,0.004913505492629222
agnews,RF,USE,dal,7,4500,0.8682644593383562,0.0028561959067748173
agnews,RF,USE,dal,8,5000,0.875265520814721,0.003775792648208615
agnews,RF,USE,margin,-1,500,0.8462365514812266,0.010453546609466876
agnews,RF,USE,margin,0,1000,0.8600725819424316,0.0037958341934747
agnews,RF,USE,margin,1,1500,0.8652182892905745,0.001851550519985279
agnews,RF,USE,margin,2,2000,0.8702081411381197,0.0052746816742971995
agnews,RF,USE,margin,3,2500,0.87491692181786,0.0015493291050204985
agnews,RF,USE,margin,4,3000,0.8740117049350569,0.0013112227267694872
agnews,RF,USE,margin,5,3500,0.8757437308242014,0.004589450501921197
agnews,RF,USE,margin,6,4000,0.87646528635951,0.0031650679326217603
agnews,RF,USE,margin,7,4500,0.8794907545183452,0.004698399541754225
agnews,RF,USE,margin,8,5000,0.8797338656629107,0.004363558873014409
agnews,RF,USE,random,-1,500,0.8534983080264231,0.005379029827940671
agnews,RF,USE,random,0,1000,0.8647382325565814,0.002867348549253187
agnews,RF,USE,random,1,1500,0.8644486832325876,0.005129756783499705
agnews,RF,USE,random,2,2000,0.8674590058324906,0.004818676633166437
agnews,RF,USE,random,3,2500,0.86852614208291,0.006706201396441139
agnews,RF,USE,random,4,3000,0.8717914552307972,0.002641716487128928
agnews,RF,USE,random,5,3500,0.8740115579709622,0.001840658282795735
agnews,RF,USE,random,6,4000,0.8748056724954604,0.001012915451604192
agnews,RF,USE,random,7,4500,0.8758546265747894,0.002783848584152433
agnews,RF,USE,random,8,5000,0.8758439346434329,0.0007826966836477283
agnews,RF,USE,real,-1,500,0.8461592137085129,0.009330678081550019
agnews,RF,USE,real,0,1000,0.857761650659028,0.008194371813822156
agnews,RF,USE,real,1,1500,0.8617650955126684,0.008535074541450745
agnews,RF,USE,real,2,2000,0.8721223433342367,0.0007601894776325579
agnews,RF,USE,real,3,2500,0.87123025960143,0.0014377669540390373
agnews,RF,USE,real,4,3000,0.8774301334010811,0.005478748447386622
agnews,RF,USE,real,5,3500,0.8752283401402314,0.004875180362116834
agnews,RF,USE,real,6,4000,0.8815751813841728,0.0006116098404620069
agnews,RF,USE,real,7,4500,0.8794204284119481,6.118624983409556e-05
agnews,RF,USE,real,8,5000,0.8808851308453601,0.00384576964887853
agnews,RF,wordvecs,cal,-1,500,0.746549225937355,0.009418872938428635
agnews,RF,wordvecs,cal,0,1000,0.7727230525135522,0.01641817246741731
agnews,RF,wordvecs,cal,1,1500,0.7995170285827092,0.0024631217904307655
agnews,RF,wordvecs,cal,2,2000,0.7924961494166439,0.015373097254772516
agnews,RF,wordvecs,cal,3,2500,0.8065216475409452,0.0023946501790529915
agnews,RF,wordvecs,cal,4,3000,0.8073165558570942,0.00564344278196795
agnews,RF,wordvecs,cal,5,3500,0.810830388488257,0.003745179536889502
agnews,RF,wordvecs,cal,6,4000,0.813093854172532,0.008360074340914797
agnews,RF,wordvecs,cal,7,4500,0.821716405347776,0.0040539569251995785
agnews,RF,wordvecs,cal,8,5000,0.8209605491905116,0.0051562496875647516
agnews,RF,wordvecs,dal,-1,500,0.7345255394505791,0.007262055634000272
agnews,RF,wordvecs,dal,0,1000,0.7703490485331969,0.018715533394112145
agnews,RF,wordvecs,dal,1,1500,0.7831126700876658,0.006498521759570693
agnews,RF,wordvecs,dal,2,2000,0.7911317343242551,0.0027206865394168423
agnews,RF,wordvecs,dal,3,2500,0.791701240119156,0.0052445037248820495
agnews,RF,wordvecs,dal,4,3000,0.7978067041778666,0.0038364684528908095
agnews,RF,wordvecs,dal,5,3500,0.7930302507907987,0.011019825057880683
agnews,RF,wordvecs,dal,6,4000,0.8026102733978383,0.001382058127031053
agnews,RF,wordvecs,dal,7,4500,0.8067244824561723,0.0037136073821050527
agnews,RF,wordvecs,dal,8,5000,0.8067235728259234,0.0010387380992210797
agnews,RF,wordvecs,margin,-1,500,0.7557575790202286,0.011496335915673958
agnews,RF,wordvecs,margin,0,1000,0.7873244529011417,0.007268974793704403
agnews,RF,wordvecs,margin,1,1500,0.8042087649477407,0.008947099809302387
agnews,RF,wordvecs,margin,2,2000,0.8031605013206019,0.0060900135855344335
agnews,RF,wordvecs,margin,3,2500,0.8138819459308965,0.0016960080222594741
agnews,RF,wordvecs,margin,4,3000,0.8153782598396168,0.006506338779407637
agnews,RF,wordvecs,margin,5,3500,0.8193180739416556,0.0017115372906814346
agnews,RF,wordvecs,margin,6,4000,0.8168303126192197,0.0049288964383742365
agnews,RF,wordvecs,margin,7,4500,0.8202578889664967,0.005150973020452325
agnews,RF,wordvecs,margin,8,5000,0.8249964502494075,0.001685069952805889
agnews,RF,wordvecs,random,-1,500,0.7603781026937754,0.009160055500382264
agnews,RF,wordvecs,random,0,1000,0.7793333272017114,0.0051751976066492554
agnews,RF,wordvecs,random,1,1500,0.7911764658880293,0.003450661025941247
agnews,RF,wordvecs,random,2,2000,0.7982725246738439,0.0022816443108388883
agnews,RF,wordvecs,random,3,2500,0.799860799403118,0.004917366795727325
agnews,RF,wordvecs,random,4,3000,0.8026133297955583,0.008841463409276391
agnews,RF,wordvecs,random,5,3500,0.8045847790482918,0.00477059184595334
agnews,RF,wordvecs,random,6,4000,0.8078835857209893,0.00543877981365078
agnews,RF,wordvecs,random,7,4500,0.8054192084043105,0.004457681412640732
agnews,RF,wordvecs,random,8,5000,0.8087692197956797,0.003488757555233427
agnews,RF,wordvecs,real,-1,500,0.7439750335292228,0.020323742891854773
agnews,RF,wordvecs,real,0,1000,0.7797014709005373,0.018158952661607428
agnews,RF,wordvecs,real,1,1500,0.7961029171425209,0.008359002152004554
agnews,RF,wordvecs,real,2,2000,0.8075247248555377,0.009880535826022005
agnews,RF,wordvecs,real,3,2500,0.8121625093550443,0.0048321602631452906
agnews,RF,wordvecs,real,4,3000,0.8114720754164342,0.008970173803149226
agnews,RF,wordvecs,real,5,3500,0.8204232436797372,0.00784441743676592
agnews,RF,wordvecs,real,6,4000,0.8190262067748421,0.011510071997807306
agnews,RF,wordvecs,real,7,4500,0.8233047470453504,0.003220530119403434
agnews,RF,wordvecs,real,8,5000,0.8259320178108439,0.0018944727591487047
dbpedia5,BERT,BERT,cal,-1,500,0.9816858249466863,0.0035114714240813347
dbpedia5,BERT,BERT,cal,0,1000,0.9857456530354879,0.0016584206988518413
dbpedia5,BERT,BERT,cal,1,1500,0.9866110814351643,0.0012149332049569274
