dataset,batch_size,seed_size,acq_name,clf,rep,trial_idx,iter_idx,train_size,score,init,ts
agnews,200,200,cal,BERT,BERT,0,23,5000,0.933981925355338,init_random,2024-03-10 07:24:29.941935
agnews,200,200,cal,BERT,BERT,1,-1,200,0.8675507986217723,init_random,2024-03-11 01:46:26.321667
agnews,200,200,cal,BERT,BERT,1,0,400,0.8975791798368508,init_random,2024-03-11 02:00:21.960232
agnews,200,200,cal,BERT,BERT,1,1,600,0.8968417923165425,init_random,2024-03-11 02:15:01.728279
agnews,200,200,cal,BERT,BERT,1,2,800,0.9028402524509448,init_random,2024-03-11 02:31:51.114044
agnews,200,200,cal,BERT,BERT,1,3,1000,0.9152353214276212,init_random,2024-03-11 02:50:55.833011
agnews,200,200,cal,BERT,BERT,1,4,1200,0.9163042893425234,init_random,2024-03-11 03:11:24.081632
agnews,200,200,cal,BERT,BERT,1,5,1400,0.9211470328809346,init_random,2024-03-11 03:33:19.545624
agnews,200,200,cal,BERT,BERT,1,6,1600,0.917090583887312,init_random,2024-03-11 03:57:15.916453
agnews,200,200,cal,BERT,BERT,1,7,1800,0.9215769123262472,init_random,2024-03-11 04:22:10.136359
agnews,200,200,cal,BERT,BERT,1,8,2000,0.9275544860367292,init_random,2024-03-11 04:48:46.718252
agnews,200,200,cal,BERT,BERT,1,9,2200,0.918479431629449,init_random,2024-03-11 05:16:03.790305
agnews,200,200,cal,BERT,BERT,1,10,2400,0.9272118320251987,init_random,2024-03-11 05:45:41.932198
agnews,200,200,cal,BERT,BERT,1,11,2600,0.9314607456601192,init_random,2024-03-11 06:17:14.669857
agnews,200,200,cal,BERT,BERT,1,12,2800,0.9333536853289954,init_random,2024-03-11 06:50:18.017910
agnews,200,200,cal,BERT,BERT,1,13,3000,0.9323721696808284,init_random,2024-03-11 07:25:02.572604
agnews,200,200,cal,BERT,BERT,1,14,3200,0.9299972341820584,init_random,2024-03-11 07:59:54.482523
agnews,200,200,cal,BERT,BERT,1,15,3400,0.9321053706863603,init_random,2024-03-11 08:36:39.517656
agnews,200,200,cal,BERT,BERT,1,16,3600,0.9354268405702376,init_random,2024-03-11 09:14:44.015636
agnews,200,200,cal,BERT,BERT,1,17,3800,0.9361682123751616,init_random,2024-03-11 09:54:48.794241
agnews,200,200,cal,BERT,BERT,1,18,4000,0.9371455070156056,init_random,2024-03-11 10:36:37.460331
agnews,200,200,cal,BERT,BERT,1,19,4200,0.9370843982369876,init_random,2024-03-11 11:20:10.125641
agnews,200,200,cal,BERT,BERT,1,20,4400,0.937851693328412,init_random,2024-03-11 12:05:20.626127
agnews,200,200,cal,BERT,BERT,1,21,4600,0.934251649862316,init_random,2024-03-11 12:51:54.704106
agnews,200,200,cal,BERT,BERT,1,22,4800,0.9342743750444904,init_random,2024-03-11 13:40:16.089433
agnews,200,200,cal,BERT,BERT,1,23,5000,0.9335995770262694,init_random,2024-03-11 14:30:03.879806
agnews,200,200,cal,BERT,BERT,2,-1,200,0.8813943175940863,init_random,2024-03-15 08:41:15.373227
agnews,200,200,cal,BERT,BERT,2,0,400,0.8947940174071666,init_random,2024-03-15 08:53:48.858522
agnews,200,200,cal,BERT,BERT,2,1,600,0.9091357981452158,init_random,2024-03-15 09:09:23.525807
agnews,200,200,cal,BERT,BERT,2,2,800,0.9050203700147512,init_random,2024-03-15 09:26:20.433805
agnews,200,200,cal,BERT,BERT,2,3,1000,0.9071020660758816,init_random,2024-03-15 09:45:00.692321
agnews,200,200,cal,BERT,BERT,2,4,1200,0.9132722815030618,init_random,2024-03-15 10:05:09.038654
agnews,200,200,cal,BERT,BERT,2,5,1400,0.914968834476266,init_random,2024-03-15 10:26:22.943602
agnews,200,200,cal,BERT,BERT,2,6,1600,0.9252997970324898,init_random,2024-03-15 10:49:44.507151
agnews,200,200,cal,BERT,BERT,2,7,1800,0.931024296215179,init_random,2024-03-15 11:14:36.285359
agnews,200,200,cal,BERT,BERT,2,8,2000,0.9299835258669656,init_random,2024-03-15 11:42:11.602082
agnews,200,200,cal,BERT,BERT,2,9,2200,0.929151403798332,init_random,2024-03-15 12:11:14.861033
agnews,200,200,cal,BERT,BERT,2,10,2400,0.9323287865959908,init_random,2024-03-15 12:41:01.948928
agnews,200,200,cal,BERT,BERT,2,11,2600,0.9349728034090546,init_random,2024-03-15 13:12:25.066318
agnews,200,200,cal,BERT,BERT,2,12,2800,0.9338137093308642,init_random,2024-03-15 13:45:23.734532
agnews,200,200,cal,BERT,BERT,2,13,3000,0.9262946873224852,init_random,2024-03-15 14:20:01.846367
agnews,200,200,cal,BERT,BERT,2,14,3200,0.927738716211199,init_random,2024-03-15 14:55:27.898715
agnews,200,200,cal,BERT,BERT,2,15,3400,0.9359642301550553,init_random,2024-03-15 15:32:37.933105
agnews,200,200,cal,BERT,BERT,2,16,3600,0.9327245355103126,init_random,2024-03-15 16:11:22.413680
agnews,200,200,cal,BERT,BERT,2,17,3800,0.9328245637135186,init_random,2024-03-15 16:52:03.350110
agnews,200,200,cal,BERT,BERT,2,18,4000,0.933990202365013,init_random,2024-03-15 17:34:49.127363
agnews,200,200,cal,BERT,BERT,2,19,4200,0.9341715278891228,init_random,2024-03-15 18:18:54.860999
agnews,200,200,cal,BERT,BERT,2,20,4400,0.9371019514779207,init_random,2024-03-15 19:04:48.783868
agnews,200,200,cal,BERT,BERT,2,21,4600,0.9372263037129632,init_random,2024-03-15 19:52:19.370775
agnews,200,200,cal,BERT,BERT,2,22,4800,0.934451158757273,init_random,2024-03-15 20:41:29.294327
agnews,200,200,cal,BERT,BERT,2,23,5000,0.9348691932620176,init_random,2024-03-15 21:31:56.248911
agnews,200,200,dal,BERT,BERT,0,-1,200,0.8565033963367281,init_random,2024-03-09 16:28:06.824357
agnews,200,200,dal,BERT,BERT,0,0,400,0.8984338064149727,init_random,2024-03-09 16:54:00.262746
agnews,200,200,dal,BERT,BERT,0,1,600,0.9105494835424304,init_random,2024-03-09 17:09:50.381154
agnews,200,200,dal,BERT,BERT,0,2,800,0.9056655986304888,init_random,2024-03-09 17:27:13.056984
agnews,200,200,dal,BERT,BERT,0,3,1000,0.9106097917160342,init_random,2024-03-09 17:47:44.984364
agnews,200,200,dal,BERT,BERT,0,4,1200,0.9036581835756246,init_random,2024-03-09 18:08:49.897932
agnews,200,200,dal,BERT,BERT,0,5,1400,0.9145898836100088,init_random,2024-03-09 18:31:24.046995
agnews,200,200,dal,BERT,BERT,0,6,1600,0.9100981402879124,init_random,2024-03-09 18:55:51.073040
agnews,200,200,dal,BERT,BERT,0,7,1800,0.9159055702001386,init_random,2024-03-09 19:22:31.230447
agnews,200,200,dal,BERT,BERT,0,8,2000,0.9219288735579624,init_random,2024-03-09 19:51:03.421309
agnews,200,200,dal,BERT,BERT,0,9,2200,0.9247479042970178,init_random,2024-03-09 20:20:33.842732
agnews,200,200,dal,BERT,BERT,0,10,2400,0.9280975749903932,init_random,2024-03-09 20:52:14.154967
agnews,200,200,dal,BERT,BERT,0,11,2600,0.9271596855710854,init_random,2024-03-09 21:25:26.034623
agnews,200,200,dal,BERT,BERT,0,12,2800,0.9281566267196798,init_random,2024-03-09 22:00:16.254546
agnews,200,200,dal,BERT,BERT,0,13,3000,0.932507349871718,init_random,2024-03-09 22:36:33.512278
agnews,200,200,dal,BERT,BERT,0,14,3200,0.9281758115179296,init_random,2024-03-09 23:14:17.229848
agnews,200,200,dal,BERT,BERT,0,15,3400,0.929561221331389,init_random,2024-03-09 23:59:24.049316
agnews,200,200,dal,BERT,BERT,0,16,3600,0.9252105131627044,init_random,2024-03-10 00:54:43.567205
agnews,200,200,dal,BERT,BERT,0,17,3800,0.9347702494354292,init_random,2024-03-10 01:53:55.709539
agnews,200,200,dal,BERT,BERT,0,18,4000,0.9373707925830768,init_random,2024-03-10 03:52:44.865137
agnews,200,200,dal,BERT,BERT,0,19,4200,0.9247675928920718,init_random,2024-03-10 04:38:12.425964
agnews,200,200,dal,BERT,BERT,0,20,4400,0.9308601099745124,init_random,2024-03-10 05:25:35.193524
agnews,200,200,dal,BERT,BERT,0,21,4600,0.9277915131272312,init_random,2024-03-10 06:14:03.910354
agnews,200,200,dal,BERT,BERT,0,22,4800,0.9289993344913344,init_random,2024-03-10 07:03:54.021573
agnews,200,200,dal,BERT,BERT,0,23,5000,0.9303712042930146,init_random,2024-03-10 07:55:10.726361
agnews,200,200,dal,BERT,BERT,1,-1,200,0.8675507986217723,init_random,2024-03-11 12:13:55.590202
agnews,200,200,dal,BERT,BERT,1,0,400,0.9015175820373116,init_random,2024-03-11 12:26:16.972996
agnews,200,200,dal,BERT,BERT,1,1,600,0.9075948253285396,init_random,2024-03-11 12:39:41.861257
agnews,200,200,dal,BERT,BERT,1,2,800,0.9029698789566392,init_random,2024-03-11 12:55:12.462577
agnews,200,200,dal,BERT,BERT,1,3,1000,0.903940563005182,init_random,2024-03-11 13:12:26.012210
agnews,200,200,dal,BERT,BERT,1,4,1200,0.9109991750964112,init_random,2024-03-11 13:31:10.163852
agnews,200,200,dal,BERT,BERT,1,5,1400,0.9091933764063173,init_random,2024-03-11 13:51:38.218972
agnews,200,200,dal,BERT,BERT,1,6,1600,0.909662683336069,init_random,2024-03-11 14:14:19.824616
agnews,200,200,dal,BERT,BERT,1,7,1800,0.905895966006494,init_random,2024-03-11 14:39:16.316367
agnews,200,200,dal,BERT,BERT,1,8,2000,0.9011246615225404,init_random,2024-03-11 15:05:32.608005
agnews,200,200,dal,BERT,BERT,1,9,2200,0.920083738336366,init_random,2024-03-11 15:33:04.169329
agnews,200,200,dal,BERT,BERT,1,10,2400,0.9257812942118814,init_random,2024-03-11 16:03:13.863043
agnews,200,200,dal,BERT,BERT,1,11,2600,0.9245898086910872,init_random,2024-03-11 16:35:41.428488
agnews,200,200,dal,BERT,BERT,1,12,2800,0.9253026895339173,init_random,2024-03-11 17:08:57.871789
agnews,200,200,dal,BERT,BERT,1,13,3000,0.9270065604916866,init_random,2024-03-11 17:44:33.168879
agnews,200,200,dal,BERT,BERT,1,14,3200,0.9231796704109764,init_random,2024-03-11 18:21:03.635943
agnews,200,200,dal,BERT,BERT,1,15,3400,0.9282754993008536,init_random,2024-03-11 18:59:04.222546
agnews,200,200,dal,BERT,BERT,1,16,3600,0.9294965879701296,init_random,2024-03-11 19:38:50.198773
agnews,200,200,dal,BERT,BERT,1,17,3800,0.9293020570534664,init_random,2024-03-11 20:19:37.996176
agnews,200,200,dal,BERT,BERT,1,18,4000,0.9246936454309268,init_random,2024-03-11 21:01:45.884259
agnews,200,200,dal,BERT,BERT,1,19,4200,0.926985858505024,init_random,2024-03-11 21:45:58.927739
agnews,200,200,dal,BERT,BERT,1,20,4400,0.9283805549495964,init_random,2024-03-11 22:31:39.580851
agnews,200,200,dal,BERT,BERT,1,21,4600,0.9293395804478058,init_random,2024-03-11 23:18:29.366469
agnews,200,200,dal,BERT,BERT,1,22,4800,0.9256517225148178,init_random,2024-03-12 00:07:27.563162
agnews,200,200,dal,BERT,BERT,1,23,5000,0.9284877567720377,init_random,2024-03-12 01:03:19.264870
agnews,200,200,dal,BERT,BERT,2,-1,200,0.8813943175940863,init_random,2024-03-15 11:25:38.913081
agnews,200,200,dal,BERT,BERT,2,0,400,0.8923458837299156,init_random,2024-03-15 11:38:35.482523
agnews,200,200,dal,BERT,BERT,2,1,600,0.907656448339356,init_random,2024-03-15 11:51:56.998508
agnews,200,200,dal,BERT,BERT,2,2,800,0.9041272150609644,init_random,2024-03-15 12:07:33.454922
agnews,200,200,dal,BERT,BERT,2,3,1000,0.9085381346194724,init_random,2024-03-15 12:24:23.513940
agnews,200,200,dal,BERT,BERT,2,4,1200,0.9138113422373516,init_random,2024-03-15 12:43:19.834248
agnews,200,200,dal,BERT,BERT,2,5,1400,0.9147480337090212,init_random,2024-03-15 13:04:21.422285
agnews,200,200,dal,BERT,BERT,2,6,1600,0.9153468649123936,init_random,2024-03-15 13:27:27.390588
agnews,200,200,dal,BERT,BERT,2,7,1800,0.912315952734064,init_random,2024-03-15 13:52:30.235209
agnews,200,200,dal,BERT,BERT,2,8,2000,0.9208784217660612,init_random,2024-03-15 14:18:58.910794
agnews,200,200,dal,BERT,BERT,2,9,2200,0.918677746218896,init_random,2024-03-15 14:47:01.506122
agnews,200,200,dal,BERT,BERT,2,10,2400,0.9210396815288996,init_random,2024-03-15 15:16:39.606848
agnews,200,200,dal,BERT,BERT,2,11,2600,0.9229934536685932,init_random,2024-03-15 15:47:55.358679
agnews,200,200,dal,BERT,BERT,2,12,2800,0.9253320583717224,init_random,2024-03-15 16:20:31.719260
agnews,200,200,dal,BERT,BERT,2,13,3000,0.920243607775122,init_random,2024-03-15 16:54:46.651714
agnews,200,200,dal,BERT,BERT,2,14,3200,0.9277805280375356,init_random,2024-03-15 17:30:20.561172
agnews,200,200,dal,BERT,BERT,2,15,3400,0.9247741249023602,init_random,2024-03-15 18:07:35.775493
agnews,200,200,dal,BERT,BERT,2,16,3600,0.9250769285835784,init_random,2024-03-15 18:46:21.618466
agnews,200,200,dal,BERT,BERT,2,17,3800,0.9296074614215064,init_random,2024-03-15 19:27:00.776466
agnews,200,200,dal,BERT,BERT,2,18,4000,0.9317932305756008,init_random,2024-03-15 20:08:58.411573
agnews,200,200,dal,BERT,BERT,2,19,4200,0.9310902867370424,init_random,2024-03-15 20:53:19.577401
agnews,200,200,dal,BERT,BERT,2,20,4400,0.930603577333873,init_random,2024-03-15 21:39:37.665798
agnews,200,200,dal,BERT,BERT,2,21,4600,0.933908244075642,init_random,2024-03-15 22:27:05.047225
agnews,200,200,dal,BERT,BERT,2,22,4800,0.9287536809830548,init_random,2024-03-15 23:15:30.338988
agnews,200,200,dal,BERT,BERT,2,23,5000,0.9323585824407516,init_random,2024-03-16 00:05:52.389753
agnews,200,200,margin,BERT,BERT,0,-1,200,0.8565033963367281,init_random,2024-03-09 16:28:17.668228
agnews,200,200,margin,BERT,BERT,0,0,400,0.896360842574323,init_random,2024-03-09 16:53:49.637131
agnews,200,200,margin,BERT,BERT,0,1,600,0.9004098715153811,init_random,2024-03-09 17:09:54.904769
agnews,200,200,margin,BERT,BERT,0,2,800,0.908356872944809,init_random,2024-03-09 17:27:26.470739
agnews,200,200,margin,BERT,BERT,0,3,1000,0.912726937464022,init_random,2024-03-09 17:46:58.021740
agnews,200,200,margin,BERT,BERT,0,4,1200,0.91877891312885,init_random,2024-03-09 18:05:54.932971
agnews,200,200,margin,BERT,BERT,0,5,1400,0.9291078578445722,init_random,2024-03-09 18:26:26.162933
agnews,200,200,margin,BERT,BERT,0,6,1600,0.9249867387291336,init_random,2024-03-09 18:49:31.769413
agnews,200,200,margin,BERT,BERT,0,7,1800,0.9287402076157524,init_random,2024-03-09 19:13:22.676357
agnews,200,200,margin,BERT,BERT,0,8,2000,0.9257603004273672,init_random,2024-03-09 19:39:36.375913
agnews,200,200,margin,BERT,BERT,0,9,2200,0.9229496726956958,init_random,2024-03-09 20:07:13.010354
agnews,200,200,margin,BERT,BERT,0,10,2400,0.930154422024822,init_random,2024-03-09 20:36:42.587036
agnews,200,200,margin,BERT,BERT,0,11,2600,0.93078667238335,init_random,2024-03-09 21:07:02.998528
agnews,200,200,margin,BERT,BERT,0,12,2800,0.9345802317088966,init_random,2024-03-09 21:39:05.648472
agnews,200,200,margin,BERT,BERT,0,13,3000,0.9343682291833476,init_random,2024-03-09 22:12:55.457978
agnews,200,200,margin,BERT,BERT,0,14,3200,0.9347179214756371,init_random,2024-03-09 22:47:51.900015
agnews,200,200,margin,BERT,BERT,0,15,3400,0.9331476618616122,init_random,2024-03-09 23:25:21.113703
agnews,200,200,margin,BERT,BERT,0,16,3600,0.9365106085167244,init_random,2024-03-10 00:12:29.368681
agnews,200,200,margin,BERT,BERT,0,17,3800,0.9371080322051376,init_random,2024-03-10 01:06:48.916922
agnews,200,200,margin,BERT,BERT,0,18,4000,0.9284784172806664,init_random,2024-03-10 03:01:51.192931
agnews,200,200,margin,BERT,BERT,0,19,4200,0.9296323179330076,init_random,2024-03-10 03:58:46.123099
agnews,200,200,margin,BERT,BERT,0,20,4400,0.9346582729033476,init_random,2024-03-10 04:42:49.387821
agnews,200,200,margin,BERT,BERT,0,21,4600,0.9356663603134676,init_random,2024-03-10 05:28:28.633625
agnews,200,200,margin,BERT,BERT,0,22,4800,0.930297158337019,init_random,2024-03-10 06:15:26.886609
agnews,200,200,margin,BERT,BERT,0,23,5000,0.9364558082661631,init_random,2024-03-10 07:04:21.985050
agnews,200,200,margin,BERT,BERT,1,-1,200,0.8675507986217723,init_random,2024-03-11 01:46:23.350456
agnews,200,200,margin,BERT,BERT,1,0,400,0.8994687979861944,init_random,2024-03-11 01:59:03.631901
agnews,200,200,margin,BERT,BERT,1,1,600,0.9032594087899372,init_random,2024-03-11 02:13:11.533273
agnews,200,200,margin,BERT,BERT,1,2,800,0.9036355423221046,init_random,2024-03-11 02:29:04.048779
agnews,200,200,margin,BERT,BERT,1,3,1000,0.914592259854584,init_random,2024-03-11 02:46:26.666862
agnews,200,200,margin,BERT,BERT,1,4,1200,0.9201163046977834,init_random,2024-03-11 03:04:55.251547
agnews,200,200,margin,BERT,BERT,1,5,1400,0.9261464641392768,init_random,2024-03-11 03:25:40.013458
agnews,200,200,margin,BERT,BERT,1,6,1600,0.9236756190701344,init_random,2024-03-11 03:48:19.731955
agnews,200,200,margin,BERT,BERT,1,7,1800,0.9215112743033144,init_random,2024-03-11 04:12:10.363604
agnews,200,200,margin,BERT,BERT,1,8,2000,0.9256599165133506,init_random,2024-03-11 04:37:22.919487
agnews,200,200,margin,BERT,BERT,1,9,2200,0.9302076838511076,init_random,2024-03-11 05:03:35.360571
agnews,200,200,margin,BERT,BERT,1,10,2400,0.925882640255202,init_random,2024-03-11 05:30:54.783292
agnews,200,200,margin,BERT,BERT,1,11,2600,0.9274134615413756,init_random,2024-03-11 06:01:23.433686
agnews,200,200,margin,BERT,BERT,1,12,2800,0.9367651711422764,init_random,2024-03-11 06:34:15.350799
agnews,200,200,margin,BERT,BERT,1,13,3000,0.928711367406818,init_random,2024-03-11 07:08:17.780248
agnews,200,200,margin,BERT,BERT,1,14,3200,0.9344212516984964,init_random,2024-03-11 07:43:01.005082
agnews,200,200,margin,BERT,BERT,1,15,3400,0.9295685068631002,init_random,2024-03-11 08:19:24.519420
agnews,200,200,margin,BERT,BERT,1,16,3600,0.936050117908274,init_random,2024-03-11 08:57:28.419883
agnews,200,200,margin,BERT,BERT,1,17,3800,0.9345764824950888,init_random,2024-03-11 09:37:36.581471
agnews,200,200,margin,BERT,BERT,1,18,4000,0.9331168305602736,init_random,2024-03-11 10:19:40.654936
agnews,200,200,margin,BERT,BERT,1,19,4200,0.9335089967536918,init_random,2024-03-11 11:03:00.376473
agnews,200,200,margin,BERT,BERT,1,20,4400,0.9371664030531852,init_random,2024-03-11 11:47:43.077639
agnews,200,200,margin,BERT,BERT,1,21,4600,0.9318796029540042,init_random,2024-03-11 12:34:38.127400
agnews,200,200,margin,BERT,BERT,1,22,4800,0.9364154129283015,init_random,2024-03-11 13:23:29.157400
agnews,200,200,margin,BERT,BERT,1,23,5000,0.9364432490008296,init_random,2024-03-11 14:14:04.695683
agnews,200,200,margin,BERT,BERT,2,-1,200,0.8813943175940863,init_random,2024-03-15 11:25:29.369427
agnews,200,200,margin,BERT,BERT,2,0,400,0.8853233147858328,init_random,2024-03-15 11:37:44.405815
agnews,200,200,margin,BERT,BERT,2,1,600,0.900772951538704,init_random,2024-03-15 11:50:30.688634
agnews,200,200,margin,BERT,BERT,2,2,800,0.911788199152908,init_random,2024-03-15 12:05:00.403649
agnews,200,200,margin,BERT,BERT,2,3,1000,0.9070489632048878,init_random,2024-03-15 12:21:18.621787
agnews,200,200,margin,BERT,BERT,2,4,1200,0.9130417706554624,init_random,2024-03-15 12:39:03.627541
agnews,200,200,margin,BERT,BERT,2,5,1400,0.9134438948272556,init_random,2024-03-15 12:58:18.664557
agnews,200,200,margin,BERT,BERT,2,6,1600,0.9211198320285208,init_random,2024-03-15 13:18:40.647620
agnews,200,200,margin,BERT,BERT,2,7,1800,0.9186439399833,init_random,2024-03-15 13:40:10.677505
agnews,200,200,margin,BERT,BERT,2,8,2000,0.9284276828531728,init_random,2024-03-15 14:03:06.266018
agnews,200,200,margin,BERT,BERT,2,9,2200,0.92726482660869,init_random,2024-03-15 14:28:01.038925
agnews,200,200,margin,BERT,BERT,2,10,2400,0.9263232483708168,init_random,2024-03-15 14:54:40.506359
agnews,200,200,margin,BERT,BERT,2,11,2600,0.9260885462799684,init_random,2024-03-15 15:22:58.316115
agnews,200,200,margin,BERT,BERT,2,12,2800,0.9327085835796082,init_random,2024-03-15 15:52:26.291067
agnews,200,200,margin,BERT,BERT,2,13,3000,0.930828031369741,init_random,2024-03-15 16:23:52.543329
agnews,200,200,margin,BERT,BERT,2,14,3200,0.9290312350296018,init_random,2024-03-15 16:56:20.984456
agnews,200,200,margin,BERT,BERT,2,15,3400,0.9242773895843568,init_random,2024-03-15 17:30:18.210715
agnews,200,200,margin,BERT,BERT,2,16,3600,0.9322425517297912,init_random,2024-03-15 18:06:09.387159
agnews,200,200,margin,BERT,BERT,2,17,3800,0.9334191678766568,init_random,2024-03-15 18:42:49.194335
agnews,200,200,margin,BERT,BERT,2,18,4000,0.9301494188155488,init_random,2024-03-15 19:21:53.597461
agnews,200,200,margin,BERT,BERT,2,19,4200,0.9339611913216448,init_random,2024-03-15 20:02:24.620030
agnews,200,200,margin,BERT,BERT,2,20,4400,0.9301692432023044,init_random,2024-03-15 20:44:38.949454
agnews,200,200,margin,BERT,BERT,2,21,4600,0.9319228151531626,init_random,2024-03-15 21:29:10.035355
agnews,200,200,margin,BERT,BERT,2,22,4800,0.934650585978312,init_random,2024-03-15 22:14:27.923483
agnews,200,200,margin,BERT,BERT,2,23,5000,0.9330085920866062,init_random,2024-03-15 23:01:35.908866
agnews,200,200,random,BERT,BERT,0,-1,200,0.8565033963367281,init_random,2024-03-09 16:28:21.826882
agnews,200,200,random,BERT,BERT,0,0,400,0.8907533871928686,init_random,2024-03-09 16:51:57.495245
agnews,200,200,random,BERT,BERT,0,1,600,0.8849342969400193,init_random,2024-03-09 17:05:56.155541
agnews,200,200,random,BERT,BERT,0,2,800,0.8918046545569289,init_random,2024-03-09 17:21:07.350798
agnews,200,200,random,BERT,BERT,0,3,1000,0.8878220685623964,init_random,2024-03-09 17:37:27.857575
agnews,200,200,random,BERT,BERT,0,4,1200,0.8898687818179309,init_random,2024-03-09 17:56:04.131661
agnews,200,200,random,BERT,BERT,0,5,1400,0.9026255624913598,init_random,2024-03-09 18:16:08.793961
agnews,200,200,random,BERT,BERT,0,6,1600,0.9024694665919704,init_random,2024-03-09 18:36:51.791081
agnews,200,200,random,BERT,BERT,0,7,1800,0.9072559845988566,init_random,2024-03-09 18:59:32.003324
agnews,200,200,random,BERT,BERT,0,8,2000,0.9102570077545596,init_random,2024-03-09 19:23:42.974395
agnews,200,200,random,BERT,BERT,0,9,2200,0.9118125136957518,init_random,2024-03-09 19:49:55.258630
agnews,200,200,random,BERT,BERT,0,10,2400,0.9128903297828505,init_random,2024-03-09 20:17:17.817048
agnews,200,200,random,BERT,BERT,0,11,2600,0.9127601083209268,init_random,2024-03-09 20:46:19.919741
agnews,200,200,random,BERT,BERT,0,12,2800,0.9113465873894984,init_random,2024-03-09 21:16:54.600521
agnews,200,200,random,BERT,BERT,0,13,3000,0.9130184030558812,init_random,2024-03-09 21:49:31.929023
agnews,200,200,random,BERT,BERT,0,14,3200,0.9114052084117132,init_random,2024-03-09 22:23:48.289398
agnews,200,200,random,BERT,BERT,0,15,3400,0.9174028306690514,init_random,2024-03-09 22:59:23.301353
agnews,200,200,random,BERT,BERT,0,16,3600,0.9161065076131268,init_random,2024-03-09 23:36:58.109635
agnews,200,200,random,BERT,BERT,0,17,3800,0.9141441645895813,init_random,2024-03-10 00:26:47.874498
agnews,200,200,random,BERT,BERT,0,18,4000,0.915827094705129,init_random,2024-03-10 01:22:52.087960
agnews,200,200,random,BERT,BERT,0,19,4200,0.9192596381166412,init_random,2024-03-10 03:22:57.317339
agnews,200,200,random,BERT,BERT,0,20,4400,0.9186886899950478,init_random,2024-03-10 04:12:25.527056
agnews,200,200,random,BERT,BERT,0,21,4600,0.916259115168322,init_random,2024-03-10 04:57:58.791072
agnews,200,200,random,BERT,BERT,0,22,4800,0.9174297053018567,init_random,2024-03-10 05:44:36.450858
agnews,200,200,random,BERT,BERT,0,23,5000,0.922280337226797,init_random,2024-03-10 06:32:55.893618
agnews,200,200,random,BERT,BERT,1,-1,200,0.8675507986217723,init_random,2024-03-11 01:46:23.552110
agnews,200,200,random,BERT,BERT,1,0,400,0.8808405947128517,init_random,2024-03-11 01:55:56.364337
agnews,200,200,random,BERT,BERT,1,1,600,0.8985582770612152,init_random,2024-03-11 02:07:30.622775
agnews,200,200,random,BERT,BERT,1,2,800,0.8978469799597945,init_random,2024-03-11 02:20:24.429849
